±¸ºÐ,Ç×¸ñ,´ÜÀ§,2010.01 ¿ù,2010.02 ¿ù,2010.03 ¿ù,2010.04 ¿ù,2010.05 ¿ù,2010.06 ¿ù,2010.07 ¿ù,2010.08 ¿ù,2010.09 ¿ù,2010.10 ¿ù,2010.11 ¿ù,2010.12 ¿ù,2011.01 ¿ù,2011.02 ¿ù,2011.03 ¿ù,2011.04 ¿ù,2011.05 ¿ù,2011.06 ¿ù,2011.07 ¿ù,2011.08 ¿ù,2011.09 ¿ù,2011.10 ¿ù,2011.11 ¿ù,2011.12 ¿ù,2012.01 ¿ù,2012.02 ¿ù,2012.03 ¿ù,2012.04 ¿ù,2012.05 ¿ù,2012.06 ¿ù,2012.07 ¿ù,2012.08 ¿ù,2012.09 ¿ù,2012.10 ¿ù,2012.11 ¿ù,2012.12 ¿ù,2013.01 ¿ù,2013.02 ¿ù,2013.03 ¿ù,2013.04 ¿ù,2013.05 ¿ù,2013.06 ¿ù,2013.07 ¿ù,2013.08 ¿ù,2013.09 ¿ù,2013.10 ¿ù,2013.11 ¿ù,2013.12 ¿ù,2014.01 ¿ù,2014.02 ¿ù,2014.03 ¿ù,2014.04 ¿ù,2014.05 ¿ù,2014.06 ¿ù,2014.07 ¿ù,2014.08 ¿ù,2014.09 ¿ù,2014.10 ¿ù,2014.11 ¿ù,2014.12 ¿ù,2015.01 ¿ù,2015.02 ¿ù,2015.03 ¿ù,2015.04 ¿ù,2015.05 ¿ù,2015.06 ¿ù,2015.07 ¿ù,2015.08 ¿ù,2015.09 ¿ù,2015.10 ¿ù,2015.11 ¿ù,2015.12 ¿ù,2016.01 ¿ù,2016.02 ¿ù,2016.03 ¿ù,2016.04 ¿ù,2016.05 ¿ù,2016.06 ¿ù,2016.07 ¿ù,2016.08 ¿ù,2016.09 ¿ù,2016.10 ¿ù,2016.11 ¿ù,2016.12 ¿ù,2017.01 ¿ù,2017.02 ¿ù,2017.03 ¿ù,2017.04 ¿ù,2017.05 ¿ù,2017.06 ¿ù,2017.07 ¿ù,2017.08 ¿ù,2017.09 ¿ù,2017.10 ¿ù,2017.11 ¿ù,2017.12 ¿ù,2018.01 ¿ù,2018.02 ¿ù,2018.03 ¿ù,2018.04 ¿ù,2018.05 ¿ù,2018.06 ¿ù,2018.07 ¿ù,2018.08 ¿ù,2018.09 ¿ù,2018.10 ¿ù,2018.11 ¿ù,2018.12 ¿ù,2019.01 ¿ù,2019.02 ¿ù,2019.03 ¿ù,2019.04 ¿ù,2019.05 ¿ù,2019.06 ¿ù,2019.07 ¿ù,2019.08 ¿ù,2019.09 ¿ù,2019.10 ¿ù,2019.11 ¿ù,2019.12 ¿ù,2020.01 ¿ù,2020.02 ¿ù,2020.03 ¿ù,2020.04 ¿ù,2020.05 ¿ù,2020.06 ¿ù,2020.07 ¿ù,2020.08 ¿ù,2020.09 ¿ù,2020.10 ¿ù,2020.11 ¿ù,2020.12 ¿ù,2021.01 ¿ù,2021.02 ¿ù,2021.03 ¿ù,2021.04 ¿ù,2021.05 ¿ù,2021.06 ¿ù,2021.07 ¿ù,2021.08 ¿ù,2021.09 ¿ù,2021.10 ¿ù,2021.11 ¿ù,2021.12 ¿ù,2022.01 ¿ù,2022.02 ¿ù,2022.03 ¿ù,2022.04 ¿ù,2022.05 ¿ù,2022.06 ¿ù,2022.07 ¿ù,2022.08 ¿ù,2022.09 ¿ù,2022.10 ¿ù,2022.11 ¿ù,2022.12 ¿ù,2023.01 ¿ù,2023.02 ¿ù,2023.03 ¿ù,2023.04 ¿ù,2023.05 ¿ù,2023.06 ¿ù,2023.07 ¿ù,2023.08 ¿ù,2023.09 ¿ù,2023.10 ¿ù,2023.11 ¿ù,2023.12 ¿ù,2024.01 ¿ù,2024.02 ¿ù,2024.03 ¿ù,2024.04 ¿ù,2024.05 ¿ù,2024.06 ¿ù
¼º³²,¿ùÆò±Õ,,0.047,0.04,0.032,0.035,0.033,0.036,0.022,0.022,0.023,0.035,0.038,0.037,0.042,0.049,0.033,0.038,0.035,0.036,0.027,0.026,0.03,0.045,0.04,0.04,0.04,0.038,0.032,0.034,0.037,0.028,0.023,0.019,0.03,0.036,0.038,0.042,0.047,0.04,0.039,0.034,0.036,0.035,0.02,0.026,0.031,0.034,0.039,0.047,0.047,0.043,0.037,0.043,0.034,0.031,0.027,0.028,0.035,0.038,0.045,0.038,0.043,0.039,0.046,0.036,0.036,0.03,0.024,0.027,0.03,0.042,0.038,0.046,0.041,0.036,0.042,0.039,0.034,0.032,0.025,0.027,0.029,0.033,0.038,0.041,0.041,0.039,0.043,0.033,0.031,0.027,0.022,0.021,0.027,0.029,0.037,0.038,0.04,0.039,0.034,0.03,0.026,0.026,0.02,0.019,0.022,0.031,0.043,0.039,0.044,0.04,0.036,0.029,0.029,0.022,0.018,0.02,0.02,0.025,0.035,0.036,0.035,0.032,0.029,0.022,0.021,0.021,0.016,0.013,0.016,0.028,0.033,0.033,0.029,0.03,0.031,0.022,0.019,0.017,0.014,0.014,0.013,0.023,0.032,0.031,0.034,0.027,0.026,0.019,0.016,0.013,0.013,0.012,0.015,0.021,0.029,0.029,0.0296,0.0325,0.0281,0.0161,0.0161,0.0146,0.0113,0.0117,0.0135,0.0203,0.0212,0.0251,0.0254,0.0202,0.0176,0.0179,0.0134,0.0139
ÀÇÁ¤ºÎ,¿ùÆò±Õ,,0.043,0.033,0.026,0.027,0.027,0.022,0.018,0.019,0.019,0.029,0.032,0.034,0.038,0.049,0.031,0.037,0.032,0.028,0.021,0.02,0.024,0.029,0.03,0.03,0.034,0.032,0.03,0.035,0.033,0.022,0.018,0.016,0.02,0.022,0.027,0.035,0.043,0.035,0.031,0.028,0.029,0.022,0.017,0.017,0.021,0.025,0.032,0.041,0.04,0.033,0.03,0.031,0.024,0.018,0.018,0.019,0.023,0.031,0.035,0.033,0.036,0.033,0.034,0.028,0.025,0.018,0.017,0.018,0.023,0.03,0.029,0.035,0.032,0.03,0.032,0.029,0.018,0.019,0.017,0.012,0.021,0.019,0.025,0.03,0.032,0.031,0.032,0.028,0.018,0.015,0.016,0.013,0.023,0.024,0.031,0.029,0.026,0.025,0.023,0.013,0.012,0.01,0.008,0.008,0.01,0.021,0.032,0.034,0.038,0.032,0.031,0.023,0.022,0.016,0.015,0.015,0.018,0.022,0.032,0.035,0.033,0.029,0.024,0.02,0.016,0.014,0.013,0.013,0.014,0.024,0.027,0.029,0.028,0.027,0.026,0.021,0.018,0.015,0.013,0.013,0.013,0.019,0.029,0.029,0.031,0.026,0.024,0.019,0.015,0.013,0.012,0.013,0.014,0.017,0.024,0.025,0.0268,0.0265,0.0247,0.0194,0.0168,0.0128*,0.0107*,0.0119,0.0118,0.0183,0.0188,0.0242,0.0247,0.0212,0.0189,0.0157,0.0126,0.0102
±¤¸í,¿ùÆò±Õ,,0.04,0.033,0.027,0.03,0.028,0.035,0.028,0.029,0.032,0.041,0.038,0.037,0.035,0.047,0.027,0.035,0.035,0.031,0.024,0.022,0.026,0.036,0.029,0.028,0.03,0.028,0.026,0.032,0.035,0.029,0.022,0.022,0.031,0.034,0.034,0.036,0.04,0.033,0.031,0.03,0.034,0.035,0.016,0.021,0.025,0.029,0.03,0.033,0.038,0.042,0.034,0.039,0.028,0.026,0.023,0.024,0.036,0.04,0.039,0.033,0.039,0.035,0.04,0.035,0.032,0.029,0.022,0.024,0.029,0.035,0.033,0.038,0.029,0.028,0.034,0.033,0.03,0.026,0.021,0.025,0.029,0.03,0.033,0.034,0.033,0.033,0.037,0.03,0.029,0.028,0.025,0.026,0.036,0.037,0.036,0.037,0.038,0.037,0.036,0.034,0.028,0.029,0.02,0.02,0.023,0.032,0.045,0.039,0.043,0.038,0.039,0.033,0.031,0.025,0.022,0.022,0.028,0.032,0.039,0.036,0.036,0.032,0.027,0.02,0.021,0.019,0.014,0.011,0.015,0.024,0.029,0.028,0.029,0.026,0.03,0.02,0.017,0.018,0.015,0.014,0.013,0.022,0.031,0.031,0.031,0.025,0.027,0.019,0.014,0.012,0.012,0.012,0.017,0.023,0.03,0.028,0.0299,0.0302,0.0262,0.0159*,0.0164,0.0121,0.0112,0.0114,0.014,0.0194,0.0191,0.0262,0.0252,0.021,0.0177,0.0193,0.0124,0.012
¾È»ê,¿ùÆò±Õ,,0.039,0.033,0.028,0.032,0.027,0.03,0.018,0.021,0.024,0.036,0.035,0.033,0.036,0.043,0.026,0.031,0.032,0.025,0.02,0.021,0.027,0.042,0.037,0.036,0.038,0.036,0.03,0.028,0.032,0.022,0.017,0.014,0.024,0.03,0.03,0.041,0.044,0.036,0.032,0.029,0.029,0.028,0.015,0.019,0.028,0.033,0.040*,0.041,0.042,0.041,0.031,0.036,0.027,0.023,0.02,0.022,0.031,0.038,0.041,0.035,0.039,0.033,0.038,0.031,0.026,0.023,0.018,0.021,0.027,0.034,0.035,0.043,0.035,0.032,0.034,0.033,0.028,0.022,0.019,0.022,0.027,0.032,0.034,0.036,0.035,0.033,0.035,0.028,0.024,0.02,0.017,0.019,0.028,0.028,0.03,0.031,0.034,0.031,0.027,0.025,0.021,0.02,0.015,0.015,0.02,0.029,0.041,0.034,0.036,0.032,0.029,0.026,0.023,0.019,0.014,0.015,0.021,0.029,0.037,0.037,0.037,0.032,0.026,0.019,0.018,0.017,0.015,0.010*,0.016*,0.026,0.03,0.03,0.029,0.027,0.029,0.022,0.018,0.017,0.014,0.014,0.014,0.021,0.03,0.031,0.033,0.027,0.027,0.02,0.014,0.01,0.011,0.011,0.016,0.023,0.029,0.029,0.0287,0.0307,0.0261,0.0185,0.0175,0.0117,0.0105,0.0113,0.0148,0.0206,0.0209,0.0262,0.0265,0.0219,0.0188,0.0196,0.0128,0.0122
ÆòÅÃ,¿ùÆò±Õ,,0.029,0.025,0.019,0.02,0.018,0.019,0.014,0.015,0.018,0.026,0.028,0.027,0.029,0.03,0.02,0.024,0.022,0.017,0.014,0.013,0.019,0.027,0.025,0.026,0.027,0.025,0.022,0.02,0.022,0.015,0.012,0.011,0.016,0.023,0.027,0.034,0.033,0.023,0.021,0.018,0.018,0.015,0.01,0.012,0.016,0.02,0.022,0.025,0.026,0.025,0.026,0.03,0.022,0.018,0.016,0.016,0.02,0.022,0.031,0.027,0.028,0.029,0.033,0.028,0.025,0.019,0.013,0.015,0.019,0.022,0.025,0.029,0.025,0.021,0.023,0.027,0.022,0.018,0.015,0.017,0.019,0.024,0.028,0.028,0.028,0.027,0.028,0.025,0.022,0.018,0.017,0.018,0.023,0.025,0.027,0.031,0.035,0.029,0.025,0.023*,0.019*,0.017,0.014,0.012,0.015,0.024,0.033,0.029,0.03,0.027,0.024,0.021,0.017,0.013,0.012,0.014,0.016,0.021,0.028,0.028,0.029,0.025,0.02,0.014,0.013,0.013,0.011,0.01,0.013,0.022,0.026,0.028,0.026,0.023,0.023,0.017,0.014,0.013,0.011,0.012,0.011,0.018,0.024,0.026,0.028,0.022,0.022,0.017,0.013,0.01,0.009,0.009,0.013,0.018,0.025,0.025,0.0238,0.0264,0.0225,0.0143,0.0125,0.0103,0.0093,0.0089,0.0105,0.0161,0.0178,0.0224,0.0226,0.0162,0.0147,0.0149,0.0086,0.0085
°úÃµ,¿ùÆò±Õ,,0.035,0.03,0.025,0.027,0.026,0.03,0.025,0.025,0.026,0.037,0.039,0.039,0.039,0.049,0.03,0.035,0.033,0.031,0.024,0.023,0.028,0.039,0.035,0.037,0.039,0.034,0.031,0.032,0.037,0.028,0.023,0.022,0.03,0.034,0.034,0.04,0.044,0.036,0.036,0.032,0.033,0.032,0.018,0.024,0.027,0.031,0.031,0.037,0.038,0.038,0.032,0.035,0.026,0.024,0.021,0.025,0.03,0.035,0.041,0.034,0.038,0.033,0.037,0.032,0.031,0.027,0.02,0.022,0.029,0.036,0.033,0.04,0.033,0.031,0.036,0.035,0.029,0.026,0.02,0.024,0.029,0.029,0.034,0.036,0.035,0.033,0.037,0.029,0.026,0.024,0.019,0.018,0.026,0.026,0.031,0.03,0.032,0.032,0.03,0.029,0.025,0.025,0.018,0.017,0.019,0.028,0.039,0.035,0.039,0.036,0.033,0.028,0.027,0.021,0.017,0.018,0.021,0.024,0.033,0.034,0.035,0.03,0.025,0.019,0.02,0.019,0.016,0.013,0.018,0.027,0.029,0.032,0.03,0.028,0.032,0.022,0.019,0.018,0.015,0.014,0.014,0.02,0.029,0.029,0.033,0.025,0.024**,0.018*,0.015,0.013,0.013,0.012,0.015,0.021,0.028,0.028,0.0277,0.0298,0.0255,0.0165,0.0165,0.0141,0.0115,0.0115,0.0134,0.0205,0.0197,0.0258,0.0249,0.0218,0.0183,0.0182,0.0135,0.014
±¸¸®,¿ùÆò±Õ,,0.036,0.033,0.026,0.027,0.027,0.028,0.022,0.022,0.023,0.031,0.036,0.035,0.04,0.045,0.03,0.036,0.027,0.027,0.025,0.023,0.024,0.034,0.032,0.031,0.032,0.03,0.025,0.031,0.035,0.026,0.02,0.02,0.026,0.032,0.034,0.043,0.05,0.037,0.033,0.025,0.028,0.022,0.016,0.02,0.022,0.024,0.028,0.034,0.035,0.033,0.034,0.032,0.024,0.021,0.019,0.019,0.021,0.024,0.03,0.03,0.031,0.032,0.037,0.03,0.027,0.021,0.016,0.016,0.022,0.034*,0.026,0.038,0.037,0.032,0.035,0.031,0.026,0.023,0.02,0.019,0.022,0.023,0.03,0.03,0.032,0.03,0.035,0.028,0.026,0.021,0.02,0.017,0.023,0.023,0.032,0.034,0.035,0.033,0.034,0.029,0.023,0.022,0.016,0.013,0.015,0.022,0.032,0.03,0.036,0.029,0.028,0.024,0.025,0.018*,0.016,0.015,0.016,0.02,0.028,0.029,0.028,0.026,0.021,0.019,0.016,0.014,0.012,0.012,0.012,0.018,0.023,0.024,0.022,0.021,0.022,0.016,0.014,0.013,0.011,0.01,0.009,0.015,0.021,0.021,0.022,0.017,0.018,0.015,0.012,0.01,0.009,0.01,0.011,0.015,0.023,0.024,0.0251,0.0253,0.0238,0.0166,0.0139,0.0114,0.0106,0.0108,0.0105,0.0161,0.0181,0.0222,0.0223,0.0166,0.0152,0.0134,0.01,0.0093
ÀÇ¿Õ,¿ùÆò±Õ,,0.05,0.043,0.034,0.039,0.038,0.04,0.023,0.022,0.024,0.042,0.043,0.044,0.05,0.056,0.037,0.04,0.039,0.034,0.024,0.024,0.032,0.046,0.04,0.043,0.046,0.045,0.037,0.037,0.044,0.031,0.024,0.021,0.032,0.039,0.039,0.047,0.05,0.041,0.041,0.036,0.036,0.037,0.02,0.024,0.03,0.035,0.038,0.045,0.047,0.043,0.038,0.04,0.033,0.028,0.023,0.024,0.032,0.037,0.043,0.04,0.043,0.039,0.043,0.035,0.034,0.031,0.023,0.028,0.031,0.042,0.035**,0.044,0.042,0.038,0.043,0.038,0.034,0.031,0.024,0.027,0.029,0.033,0.04,0.04,0.037,0.038,0.045,0.036,0.033,0.028,0.022,0.02,0.032,0.031,0.038,0.04,0.043,0.042,0.03,0.03,0.024,0.024,0.017,0.016,0.02,0.03,0.043,0.038,0.042,0.039,0.034,0.029,0.028,0.021,0.016,0.017,0.021,0.026,0.035,0.037,0.038,0.033,0.029,0.018,0.019,0.019,0.013,0.011,0.018,0.029,0.032,0.033,0.032,0.03,0.032,0.019**,0.017,0.018,0.014,0.014,0.014,0.022,0.03,0.033,0.037,0.03,0.027,0.021,0.015,0.013,0.012,0.011,0.018,0.024,0.033,0.032,0.0313,0.0336,0.0283,0.0167,0.0193,0.015,0.0105,0.012,0.0156,0.0241,0.0239,0.0299,0.0293,0.0244,0.0208,0.0212,0.0157,0.0156
°í¾ç,¿ùÆò±Õ,,0.039,0.031,0.027,0.028,0.028,0.027,0.021,0.02,0.02,0.031,0.037,0.038,0.035,0.045,0.027,0.037,0.034,0.027,0.023,0.022,0.02,0.029,0.03,0.031,0.033,0.031,0.028,0.034,0.027,0.02,0.017,0.015,0.022,0.028,0.029,0.027,0.035,0.028,0.028,0.026,0.028,0.023,0.022,0.023,0.024,0.022,0.026,0.031,0.032,0.025,0.032,0.032,0.023,0.017,0.017,0.015,0.019,0.027,0.03,0.026,0.027,0.026,0.031,0.025,0.022,0.02,0.016,0.016,0.018,0.022,0.022,0.029,0.025,0.026,0.031,0.027,0.02,0.017,0.014,0.013,0.015,0.018,0.024,0.026,0.026,0.025,0.028,0.028,0.022,0.018,0.018,0.015,0.019,0.019,0.027,0.029,0.027,0.026,0.027,0.022,0.018,0.015,0.012,0.011,0.014,0.022,0.031,0.028,0.032,0.027,0.025,0.02,0.018,0.013,0.011,0.012,0.015,0.018,0.025,0.025,0.024,0.022,0.019,0.016,0.014,0.013,0.012,0.012,0.014,0.02,0.024,0.027,0.026,0.025,0.025,0.019,0.016,0.016,0.014,0.012,0.012*,0.019,0.027,0.027,0.027,0.022,0.021,0.018,0.014,0.011,0.01,0.011,0.012,0.017,0.024,0.024,0.026,0.0245,0.0237,0.0172,0.0131,0.0105,0.0098,0.0063,0.0077,0.0136,0.0158,0.0212,0.0207,0.0172,0.0158,0.0154,0.0111,0.0103
±¤ÁÖ,¿ùÆò±Õ,,0.042,0.034,0.029,0.033,0.031,0.032,0.022,0.022,0.022,0.031,0.038,0.036,0.043,0.047,0.032,0.035,0.031,0.029,0.021,0.021,0.024,0.034,0.032,0.039,0.025,0.023,0.032,0.033,0.034,0.027,0.023,0.019,0.022,0.035,0.036,0.041,0.046,0.042,0.039,0.033,0.033,0.031,0.023,0.025,0.026,0.028,0.035,0.04,0.044,0.036,0.033,0.035,0.031,0.026,0.012,0.022,0.028,0.032,0.039,0.038,0.039,0.04,0.041,0.034,0.037,0.031,0.026,0.028,0.028,0.038,0.033,0.038,0.041,0.037,0.038,0.032,0.031,0.028,0.022,0.022,0.025,0.028,0.043,0.038,0.041,0.039,0.042,0.033,0.031,0.028,0.023,0.023**,0.025,0.026,0.038,0.04,0.041,0.04,0.03,0.027,0.023,0.024,0.018,0.015,0.016,0.026,0.037,0.037,0.042,0.038,0.035,0.027,0.028,0.021,0.017,0.016,0.016,0.02,0.032,0.036,0.033,0.029,0.026,0.019,0.016,0.016,0.012,0.011,0.012,0.022,0.03,0.027,0.023,0.022,0.024,0.017,0.013,0.012,0.011,0.01,0.01,0.016,0.025,0.026,0.032,0.024,0.023,0.018,0.014,0.011,0.011,0.01,0.011,0.017,0.025,0.028,0.0281,0.0283,0.0244,0.0145,0.0134,0.0118,0.0096,0.0091,0.01,0.0162,0.0199,0.0234,0.0245,0.0185,0.0168,0.0158,0.0121,0.0125
±ºÆ÷,¿ùÆò±Õ,,0.037,0.036,0.03,0.034*,0.033,0.035,0.021,0.022,0.026,0.035,0.035,0.033,0.033,0.044,0.029,0.038,0.039,0.032,0.025,0.023,0.028,0.044,0.043,0.042,0.042,0.035,0.033,0.035,0.037,0.027,0.023,0.022,0.031,0.035,0.032,0.037,0.043,0.036,0.034,0.029,0.031,0.032,0.018,0.022,0.028,0.032,0.036,0.04,0.041,0.042,0.035,0.036,0.028,0.024,0.023,0.024,0.03,0.036,0.04,0.036,0.038,0.032,0.037,0.032,0.032,0.026,0.022,0.024,0.033,0.038,0.035,0.044,0.034,0.032,0.035,0.034,0.029,0.023,0.02,0.022,0.026,0.03,0.037,0.039,0.039,0.037,0.039,0.03,0.028,0.021,0.018,0.018,0.026,0.025,0.033,0.034,0.043*,0.042,0.031,0.029,0.024,0.022,0.017,0.017,0.018,0.03,0.043,0.038,0.039,0.035,0.027,0.024,0.021,0.016,0.014,0.019*,0.024,0.026,0.034,0.036,0.036,0.032,0.027,0.018,0.018,0.018,0.015,0.013,0.016,0.026,0.03,0.033,0.033,0.029,0.03,0.022,0.019,0.018,0.014,0.015,0.014,0.023,0.029,0.031,0.032,0.025,0.025,0.02,0.015,0.012,0.012,0.012,0.015,0.02,0.03,0.03,0.0307,0.0309,0.0283,0.0181,0.017,0.0123,0.0084,0.0068,0.0119,0.0205,0.0203,0.0287,0.0277,0.0248,0.0204,0.0199,0.0141,0.0131
½ÃÈï,¿ùÆò±Õ,,0.044,0.038,0.032,0.034,0.032,0.039,0.024,0.025,0.026,0.04,0.039,0.036,0.036,0.047,0.025,0.033,0.034,0.026,0.021,0.021,0.024,0.038,0.035,0.031,0.034,0.037,0.032,0.031,0.036,0.026,0.023,0.022,0.031,0.035,0.035,0.042,0.047,0.036,0.033,0.031,0.034,0.034,0.019,0.023,0.03,0.035,0.038,0.043,0.044,0.046,0.036,0.042,0.032,0.028,0.026,0.028,0.035,0.042,0.043,0.036,0.039,0.034,0.04,0.036,0.031,0.028,0.023,0.025,0.032,0.038,0.039,0.044,0.037,0.034,0.037,0.038,0.033,0.028,0.024,0.025,0.033,0.036,0.04,0.041,0.038,0.036,0.039,0.033,0.029,0.023,0.024,0.025,0.032,0.032,0.035,0.035,0.038,0.034,0.033,0.031,0.026,0.025,0.02,0.019,0.023,0.032,0.043,0.036,0.039,0.035,0.033,0.03,0.026,0.02,0.016,0.018,0.025,0.029,0.036,0.037,0.036,0.032,0.028,0.02,0.02,0.02,0.018,0.013,0.018,0.027,0.031,0.031,0.032*,0.027,0.028,0.022,0.018,0.018,0.016,0.015,0.014,0.021,0.029,0.031,0.032,0.026,0.027,0.02,0.015,0.012,0.013,0.012,0.018,0.023,0.031,0.03,0.029,0.0307,0.0268,0.0196,0.0192,0.0134,0.0106,0.0131,0.0176,0.0219,0.0211,0.027,0.0255,0.0212,0.0204,0.024,0.0165,0.0154
ºÎÃµ,¿ùÆò±Õ,,0.048,0.041,0.037,0.041,0.04,0.043,0.029,0.03,0.029,0.039,0.042,0.037,0.037,0.049,0.031,0.039,0.041,0.033,0.029,0.027,0.029,0.043,0.039,0.036,0.036,0.035*,0.032,0.037,0.039,0.028,0.025,0.022,0.031,0.033,0.035,0.035,0.045,0.036,0.035,0.033,0.035,0.034,0.017,0.018,0.027,0.034,0.036,0.038,0.038,0.038,0.034,0.039,0.029,0.027,0.024,0.027,0.03,0.033,0.036,0.028,0.034,0.033,0.035,0.033,0.029,0.027,0.023,0.021,0.026,0.031,0.031,0.03,0.027,0.028,0.032,0.033,0.032,0.025,0.023,0.023,0.028,0.031,0.032,0.034,0.034,0.033,0.036,0.031,0.028,0.024,0.022,0.023,0.029,0.027,0.028,0.031,0.031,0.028,0.029,0.028,0.025*,0.025,0.019,0.019,0.022,0.029,0.037,0.031,0.034,0.031,0.029,0.027,0.027,0.024,0.019,0.019,0.025,0.03,0.037,0.036,0.034,0.032,0.029,0.022,0.022,0.021,0.019,0.014,0.02,0.03,0.033,0.032,0.031,0.028,0.032,0.023,0.02,0.02,0.019,0.016,0.017,0.026,0.033,0.035,0.032,0.027,0.028,0.02,0.015,0.014,0.015,0.014,0.019,0.023,0.032,0.028,0.0325,0.03,0.0278,0.0194,0.0181,0.014,0.0124,0.0118,0.0137,0.0215,0.0215,0.029,0.0272,0.024,0.0194,0.0217,0.0139,0.014
³²¾çÁÖ,¿ùÆò±Õ,,0.03,0.024,0.02,0.022,0.02,0.02,0.018*,0.026,0.024,0.032,0.039,0.035,0.04,0.05,0.035,0.037,0.031,0.029,0.021,0.017,0.022,0.033,0.029,0.032,0.033,0.033,0.028,0.031,0.031,0.023,0.017,0.015,0.02,0.027,0.028,0.03,0.036,0.029,0.031,0.026,0.029,0.022,0.02,0.02,0.016,0.018,0.026,0.035,0.035,0.024,0.03,0.03,0.024,0.018,0.018,0.014,0.016,0.021,0.028,0.027,0.029,0.027,0.033,0.025,0.028,0.02,0.014,0.014,0.015,0.023,0.02,0.03,0.029,0.026,0.031,0.027,0.022,0.022,0.015,0.013,0.016,0.018,0.026,0.027,0.029,0.029,0.03,0.023,0.022,0.018,0.016,0.011,0.017,0.017,0.026,0.029,0.029,0.026,0.025,0.021,0.018,0.018,0.013,0.013,0.012,0.018*,0.028,0.027,0.033,0.029,0.029,0.023,0.023,0.017,0.014,0.013,0.013,0.017,0.026,0.028,0.028,0.027,0.022,0.018,0.016,0.016,0.011,0.01,0.012,0.02,0.026,0.028,0.023,0.024,0.023,0.015,0.013,0.012,0.009,0.009,0.008,0.015,0.024,0.024,0.027,0.022,0.021,0.017,0.014,0.011,0.009,0.01,0.01,0.014,0.021,0.024,0.0253,0.0245,0.0226,0.0147,0.0117,0.0102,0.009,0.0081,0.0083,0.0139,0.0167,0.0199,0.0217,0.0169,0.0162,0.0144,0.0115,0.011
¿ëÀÎ,¿ùÆò±Õ,,0.041,0.035,0.03,0.034,0.033,0.036,0.025,0.025,0.023,0.035,0.037,0.037,0.045,0.048,0.032,0.035,0.032,0.029,0.022,0.023,0.028,0.038,0.035,0.036,0.036,0.04,0.034,0.033,0.035,0.027,0.022,0.02,0.029,0.035,0.035,0.039,0.044,0.038,0.037,0.032,0.033,0.033,0.019,0.024,0.028,0.031,0.034,0.039,0.042,0.039,0.032,0.037,0.028,0.025,0.022,0.022,0.028,0.034,0.041,0.036,0.041,0.037,0.043,0.033,0.032,0.026,0.02,0.024,0.027,0.038,0.033,0.043,0.039,0.034,0.037,0.03,0.026,0.025,0.021,0.023,0.025,0.027,0.032,0.036,0.036,0.035,0.037,0.03,0.027,0.024,0.02,0.02,0.027,0.027,0.034,0.036,0.039,0.038,0.031,0.028,0.024,0.024,0.019,0.018,0.021,0.03,0.042,0.039,0.044,0.043,0.036,0.029,0.022,0.017,0.013,0.014,0.017,0.02,0.03,0.032,0.031,0.027,0.023,0.017,0.014,0.014,0.012,0.01,0.013,0.022,0.027,0.03,0.028,0.025,0.026,0.018,0.015,0.014,0.011,0.011,0.011,0.018,0.026,0.026,0.03,0.024,0.023,0.017,0.013,0.01,0.01,0.009,0.012,0.017,0.025,0.027,0.0261,0.027,0.023,0.0134,0.0124,0.0101,0.0084,0.0084,0.0101,0.0156,0.0177,0.0212,0.022,0.0168,0.0151,0.0142,0.0105,0.0101
±èÆ÷,¿ùÆò±Õ,,0.035,0.027,0.024,0.024,0.024,0.024,0.02,0.016,0.017,0.025,0.033,0.029,0.032,0.036,0.022,0.03,0.028,0.023,0.021,0.019,0.017,0.024,0.029,0.028,0.027,0.025,0.021,0.025,0.025,0.017,0.016,0.014,0.021,0.026,0.027,0.026,0.035,0.027,0.025,0.024,0.025,0.019,0.014,0.015,0.018,0.023,0.031,0.033,0.033,0.026,0.026,0.024,0.021,0.015,0.016,0.016,0.022,0.028,0.031,0.029,0.028,0.028,0.028,0.024,0.018,0.017,0.015,0.015,0.019,0.025,0.025,0.03,0.026,0.024,0.025,0.023,0.019,0.016,0.015,0.013,0.021,0.022,0.027,0.028,0.027,0.025,0.024,0.02,0.017,0.013,0.015,0.014,0.019,0.018,0.025,0.027,0.025,0.025,0.024,0.021,0.016,0.014,0.011,0.011,0.014,0.019,0.025,0.024,0.025,0.02,0.018,0.015,0.014,0.009,0.009,0.01,0.012,0.016,0.022,0.024,0.019,0.017,0.014,0.012,0.012,0.01,0.009,0.01,0.01,0.015,0.02,0.022,0.022,0.019,0.021,0.013,0.011,0.011,0.01,0.01,0.01,0.016*,0.023*,0.022,0.02,0.017,0.017,0.013,0.009,0.008,0.009,0.009,0.01,0.013,0.02,0.021,0.0205,0.0175,0.0166,0.0129,0.0106,0.0085,0.0085,0.0065,0.0069,0.0137,0.0145,0.0195,0.0189,0.0163,0.0129,0.0118,0.0082,0.0079
