±¸ºÐ,Ç×¸ñ,´ÜÀ§,2010.01 ¿ù,2010.02 ¿ù,2010.03 ¿ù,2010.04 ¿ù,2010.05 ¿ù,2010.06 ¿ù,2010.07 ¿ù,2010.08 ¿ù,2010.09 ¿ù,2010.10 ¿ù,2010.11 ¿ù,2010.12 ¿ù,2011.01 ¿ù,2011.02 ¿ù,2011.03 ¿ù,2011.04 ¿ù,2011.05 ¿ù,2011.06 ¿ù,2011.07 ¿ù,2011.08 ¿ù,2011.09 ¿ù,2011.10 ¿ù,2011.11 ¿ù,2011.12 ¿ù,2012.01 ¿ù,2012.02 ¿ù,2012.03 ¿ù,2012.04 ¿ù,2012.05 ¿ù,2012.06 ¿ù,2012.07 ¿ù,2012.08 ¿ù,2012.09 ¿ù,2012.10 ¿ù,2012.11 ¿ù,2012.12 ¿ù,2013.01 ¿ù,2013.02 ¿ù,2013.03 ¿ù,2013.04 ¿ù,2013.05 ¿ù,2013.06 ¿ù,2013.07 ¿ù,2013.08 ¿ù,2013.09 ¿ù,2013.10 ¿ù,2013.11 ¿ù,2013.12 ¿ù,2014.01 ¿ù,2014.02 ¿ù,2014.03 ¿ù,2014.04 ¿ù,2014.05 ¿ù,2014.06 ¿ù,2014.07 ¿ù,2014.08 ¿ù,2014.09 ¿ù,2014.10 ¿ù,2014.11 ¿ù,2014.12 ¿ù,2015.01 ¿ù,2015.02 ¿ù,2015.03 ¿ù,2015.04 ¿ù,2015.05 ¿ù,2015.06 ¿ù,2015.07 ¿ù,2015.08 ¿ù,2015.09 ¿ù,2015.10 ¿ù,2015.11 ¿ù,2015.12 ¿ù,2016.01 ¿ù,2016.02 ¿ù,2016.03 ¿ù,2016.04 ¿ù,2016.05 ¿ù,2016.06 ¿ù,2016.07 ¿ù,2016.08 ¿ù,2016.09 ¿ù,2016.10 ¿ù,2016.11 ¿ù,2016.12 ¿ù,2017.01 ¿ù,2017.02 ¿ù,2017.03 ¿ù,2017.04 ¿ù,2017.05 ¿ù,2017.06 ¿ù,2017.07 ¿ù,2017.08 ¿ù,2017.09 ¿ù,2017.10 ¿ù,2017.11 ¿ù,2017.12 ¿ù,2018.01 ¿ù,2018.02 ¿ù,2018.03 ¿ù,2018.04 ¿ù,2018.05 ¿ù,2018.06 ¿ù,2018.07 ¿ù,2018.08 ¿ù,2018.09 ¿ù,2018.10 ¿ù,2018.11 ¿ù,2018.12 ¿ù,2019.01 ¿ù,2019.02 ¿ù,2019.03 ¿ù,2019.04 ¿ù,2019.05 ¿ù,2019.06 ¿ù,2019.07 ¿ù,2019.08 ¿ù,2019.09 ¿ù,2019.10 ¿ù,2019.11 ¿ù,2019.12 ¿ù,2020.01 ¿ù,2020.02 ¿ù,2020.03 ¿ù,2020.04 ¿ù,2020.05 ¿ù,2020.06 ¿ù,2020.07 ¿ù,2020.08 ¿ù,2020.09 ¿ù,2020.10 ¿ù,2020.11 ¿ù,2020.12 ¿ù,2021.01 ¿ù,2021.02 ¿ù,2021.03 ¿ù,2021.04 ¿ù,2021.05 ¿ù,2021.06 ¿ù,2021.07 ¿ù,2021.08 ¿ù,2021.09 ¿ù,2021.10 ¿ù,2021.11 ¿ù,2021.12 ¿ù,2022.01 ¿ù,2022.02 ¿ù,2022.03 ¿ù,2022.04 ¿ù,2022.05 ¿ù,2022.06 ¿ù,2022.07 ¿ù,2022.08 ¿ù,2022.09 ¿ù,2022.10 ¿ù,2022.11 ¿ù,2022.12 ¿ù,2023.01 ¿ù,2023.02 ¿ù,2023.03 ¿ù,2023.04 ¿ù,2023.05 ¿ù,2023.06 ¿ù,2023.07 ¿ù,2023.08 ¿ù,2023.09 ¿ù,2023.10 ¿ù,2023.11 ¿ù,2023.12 ¿ù,2024.01 ¿ù,2024.02 ¿ù,2024.03 ¿ù,2024.04 ¿ù,2024.05 ¿ù,2024.06 ¿ù
¼º³²,¿ùÆò±Õ,,0.01,0.015,0.022,0.023,0.029,0.029,0.022,0.017,0.015,0.013,0.013,0.009,0.011,0.012,0.025,0.029,0.03,0.035,0.02,0.021,0.022,0.014,0.013,0.01,0.01,0.015,0.025,0.028,0.034,0.037,0.024,0.024,0.02,0.016,0.012,0.01,0.011,0.015,0.021,0.031,0.035,0.034,0.024,0.025,0.02,0.015,0.011,0.008,0.008,0.015,0.024,0.027,0.039,0.034,0.031,0.024,0.021,0.016,0.012,0.01,0.01,0.016,0.02,0.026,0.032,0.037,0.027,0.027,0.023,0.016,0.011,0.008,0.011,0.016,0.021,0.029,0.039,0.034,0.024,0.029,0.025,0.016,0.013,0.009,0.041,0.016,0.043,0.032,0.035,0.037,0.024,0.02,0.024,0.016,0.013,0.011,0.012,0.018,0.027,0.034,0.036,0.038,0.026,0.028,0.024,0.015,0.01,0.011,0.011,0.017,0.028,0.03,0.045,0.04,0.032,0.029,0.021,0.018,0.011,0.01,0.013,0.017,0.027,0.038,0.035,0.047,0.03,0.02,0.027,0.02,0.014,0.014,0.015,0.023,0.026,0.038,0.036,0.042,0.036,0.033,0.031,0.022,0.017,0.013,0.014,0.026,0.028,0.042,0.046,0.038,0.037,0.031,0.031,0.022,0.017,0.014,0.0166,0.0217,0.0346,0.0401,0.0415,0.0479,0.0358,0.033,0.0294,0.0239,0.0227,0.0184,0.0177,0.0238,0.0346,0.0422,0.0437,0.0539
ÀÇÁ¤ºÎ,¿ùÆò±Õ,,0.013,0.017,0.026,0.031,0.035,0.039,0.024,0.02,0.017,0.016,0.013,0.011,0.016,0.017,0.032,0.034,0.034,0.038,0.02,0.02,0.026,0.017,0.013,0.012,0.013,0.018,0.026,0.029,0.037,0.039,0.022,0.022,0.019,0.016,0.012,0.012,0.012,0.019,0.028,0.034,0.038,0.039,0.024,0.026,0.02,0.015,0.013,0.009,0.012,0.019,0.028,0.033,0.044,0.037,0.034,0.027,0.025,0.016,0.012,0.012,0.013,0.019,0.025,0.033,0.042,0.048,0.034,0.033,0.025,0.02,0.012,0.009,0.013,0.019,0.026,0.033,0.043,0.04,0.027,0.029,0.026,0.018,0.013,0.01,0.032,0.019,0.032,0.037,0.043,0.045,0.033,0.026,0.022,0.014,0.011,0.012,0.018,0.029,0.036,0.046,0.043,0.044,0.026,0.032,0.029,0.017,0.012,0.013,0.014,0.022,0.031,0.038,0.052,0.044,0.036,0.032,0.023,0.02,0.013,0.012,0.014,0.02,0.03,0.041,0.041,0.046,0.032,0.021,0.026,0.021,0.013,0.012,0.013,0.021,0.031,0.042,0.04,0.044,0.039,0.033,0.029,0.02,0.017,0.014,0.017,0.028,0.03,0.043,0.049,0.038,0.034,0.029,0.025,0.019,0.015,0.014,0.0138,0.017,0.0311,0.034,0.0384,0.0421,0.0338,0.0298,0.0266,0.0226,0.0239,0.0197,0.02,0.025,0.0341,0.0434,0.0403,0.0497
±¤¸í,¿ùÆò±Õ,,0.011,0.015,0.022,0.024,0.03,0.032,0.024,0.019,0.015,0.014,0.014,0.011,0.016,0.015,0.03,0.032,0.031,0.035,0.02,0.021,0.022,0.014,0.013,0.011,0.013,0.017,0.028,0.032,0.039,0.04,0.024,0.026,0.022,0.019,0.014,0.011,0.013,0.018,0.025,0.034,0.037,0.033,0.028,0.029,0.023,0.016,0.013,0.01,0.011,0.015,0.028,0.031,0.045,0.039,0.036,0.025,0.023,0.017,0.013,0.012,0.012,0.019,0.024,0.03,0.037,0.041,0.03,0.031,0.026,0.02,0.012,0.01,0.015,0.02,0.027,0.032,0.042,0.039,0.028,0.031,0.027,0.017,0.014,0.01,0.033,0.019,0.037,0.036,0.04,0.04,0.031,0.024,0.027,0.019,0.014,0.012,0.014,0.019,0.027,0.031,0.035,0.035,0.023,0.03,0.026,0.017,0.011,0.012,0.012,0.018,0.028,0.029,0.046,0.038,0.036,0.038,0.026,0.023,0.014,0.013,0.015,0.021,0.031,0.041,0.039,0.05,0.032,0.022,0.029,0.022,0.016,0.016,0.015,0.024,0.026,0.038,0.039,0.043,0.04,0.034,0.032,0.023,0.017,0.015,0.018,0.028,0.029,0.045,0.05,0.04,0.04,0.033,0.034,0.025,0.018,0.016,0.017,0.0218,0.0359*,0.0418*,0.0433,0.0492,0.0382,0.0349,0.031,0.0275,0.0243,0.0191,0.0199,0.0267,0.0372,0.0436,0.0451,0.0575
¾È»ê,¿ùÆò±Õ,,0.012,0.018,0.026,0.03,0.037,0.036,0.027,0.021,0.019,0.017,0.017,0.012,0.016,0.016,0.029,0.033,0.032,0.036,0.022,0.024,0.024,0.018,0.014,0.012,0.014,0.018,0.028,0.034,0.039,0.036,0.022,0.024,0.023,0.019,0.014,0.011,0.013,0.019,0.026,0.036,0.038,0.035,0.027,0.029,0.023,0.019,0.013*,0.012,0.012,0.016,0.029,0.032,0.045,0.04,0.037,0.031,0.026,0.02,0.015,0.013,0.013,0.021,0.025,0.031,0.038,0.042,0.033,0.033,0.028,0.022,0.013,0.01,0.015,0.02,0.025,0.03,0.038,0.039,0.027,0.03,0.03,0.019,0.016,0.011,0.035,0.021,0.035,0.036,0.039,0.04,0.03,0.026,0.028,0.021,0.016,0.013,0.014,0.02,0.029,0.034,0.038,0.038,0.023,0.03,0.028,0.02,0.013,0.014,0.015,0.02,0.032,0.032,0.046,0.039,0.032,0.034,0.025,0.022,0.015,0.013,0.016,0.021,0.03,0.039,0.037,0.043,0.034,0.02*,0.030*,0.023,0.017,0.016,0.016,0.024,0.029,0.04,0.041,0.044,0.039,0.033,0.03,0.023,0.019,0.015,0.016,0.026,0.027,0.041,0.048,0.036,0.036,0.029,0.032,0.023,0.019,0.015,0.0169,0.021,0.0336,0.0378,0.0392,0.0451,0.0348,0.032,0.0302,0.026,0.0231,0.0184,0.0177,0.0237,0.0327,0.0381,0.0396,0.0456
ÆòÅÃ,¿ùÆò±Õ,,0.012,0.015,0.024,0.031,0.039,0.039,0.025,0.021,0.02,0.017,0.015,0.011,0.014,0.017,0.029,0.032,0.036,0.041,0.023,0.025,0.024,0.018,0.015,0.011,0.011,0.015,0.027,0.036,0.045,0.043,0.027,0.028,0.024,0.018,0.015,0.012,0.013,0.021,0.028,0.037,0.041,0.037,0.026,0.032,0.022,0.018,0.014,0.011,0.011,0.016,0.024,0.028,0.039,0.034,0.027,0.025,0.026,0.019,0.014,0.012,0.014,0.022,0.024,0.029,0.036,0.041,0.032,0.034,0.031,0.027,0.015,0.011,0.016,0.021,0.027,0.032,0.047,0.045,0.032,0.035,0.032,0.019,0.015,0.012,0.028,0.023,0.028,0.034,0.043,0.049,0.034,0.027,0.03,0.022,0.018,0.014,0.016,0.023,0.034,0.036*,0.037*,0.037,0.025,0.028,0.026,0.02,0.014,0.014,0.015,0.021,0.032,0.032,0.05,0.045,0.038,0.039,0.028,0.022,0.016,0.014,0.017,0.022,0.033,0.044,0.043,0.048,0.034,0.024,0.03,0.024,0.017,0.016,0.017,0.026,0.031,0.043,0.043,0.047,0.038,0.035,0.032,0.024,0.02,0.015,0.017,0.028,0.03,0.043,0.051,0.04,0.041,0.032,0.034,0.027,0.02,0.015,0.0178,0.0222,0.0359,0.0406,0.0453,0.0549,0.0397,0.0396,0.0365,0.0293,0.0254,0.0209,0.0212,0.0272,0.0368,0.0433,0.046,0.0536
°úÃµ,¿ùÆò±Õ,,0.01,0.013,0.021,0.026,0.031,0.03,0.023,0.017,0.015,0.015,0.015,0.012,0.015,0.014,0.028,0.03,0.029,0.034,0.02,0.018,0.02,0.014,0.012,0.011,0.012,0.017,0.026,0.028,0.032,0.036,0.021,0.022,0.019,0.017,0.014,0.012,0.012,0.018,0.023,0.031,0.034,0.033,0.026,0.025,0.02,0.016,0.013,0.01,0.01,0.015,0.025,0.028,0.042,0.034,0.031,0.022,0.019,0.016,0.013,0.013,0.012,0.017,0.022,0.027,0.033,0.036,0.027,0.027,0.021,0.018,0.011,0.009,0.014,0.019,0.024,0.031,0.038,0.036,0.024,0.027,0.022,0.015,0.013,0.009,0.035,0.018,0.037,0.033,0.036,0.037,0.025,0.02,0.022,0.016,0.013,0.011,0.013,0.017,0.024,0.029,0.032,0.032,0.022,0.025,0.021,0.015,0.009,0.011,0.011,0.016,0.027,0.028,0.044,0.038,0.03,0.032,0.021,0.018,0.012,0.011,0.013,0.018,0.028,0.04,0.036,0.048,0.031,0.02,0.028,0.021,0.016,0.015,0.017,0.024,0.027,0.039,0.037,0.041,0.034,0.029,0.028,0.02,0.017,0.014,0.015,0.028,0.029**,0.041*,0.043,0.034,0.036,0.029,0.029,0.021,0.016,0.015,0.0162,0.0208,0.0327,0.0424,0.0431,0.0493,0.0366,0.0328,0.0282,0.0234,0.022,0.0148,0.0161,0.021,0.0326,0.0398,0.0407,0.0514
±¸¸®,¿ùÆò±Õ,,0.009,0.014,0.022,0.023,0.028,0.028,0.02,0.015,0.013,0.013,0.012,0.01,0.013,0.014,0.026,0.027,0.026,0.031,0.016,0.017,0.02,0.014,0.013,0.011,0.014,0.019,0.025,0.028,0.036,0.038,0.018,0.021,0.016,0.017,0.013,0.012,0.016,0.023,0.027,0.035,0.04,0.035,0.024,0.029,0.024,0.021,0.016,0.01,0.012,0.021,0.029,0.034,0.045,0.042,0.037,0.028,0.025,0.019,0.016,0.015,0.014,0.02,0.026,0.033,0.04,0.045,0.034,0.033,0.025,0.017*,0.015,0.011,0.014,0.02,0.026,0.034,0.042,0.041,0.03,0.033,0.025,0.018,0.014,0.011,0.032,0.02,0.035,0.036,0.039,0.041,0.03,0.025,0.024,0.019,0.015,0.012,0.015,0.021,0.026,0.034,0.036,0.037,0.026,0.03,0.023,0.016,0.011,0.011,0.012,0.018,0.027,0.031,0.046,0.040*,0.036,0.032,0.024,0.021,0.013,0.012,0.016,0.021,0.031,0.038,0.037,0.046,0.03,0.022,0.028,0.022,0.017,0.015,0.016,0.025,0.028,0.035,0.035,0.041,0.039,0.032,0.029,0.022,0.017,0.014,0.015,0.026,0.025,0.038,0.043,0.035,0.031,0.031,0.026,0.019,0.017,0.013,0.0134,0.0186,0.0281,0.031,0.0352,0.0396,0.0328,0.0288,0.0244,0.0197,0.0197,0.0158,0.0147,0.0197,0.0263,0.0346,0.0327,0.0416
ÀÇ¿Õ,¿ùÆò±Õ,,0.01,0.013,0.021,0.022,0.029,0.029,0.022,0.017,0.015,0.013,0.013,0.009,0.011,0.012,0.022,0.027,0.027,0.033,0.019,0.019,0.02,0.013,0.013,0.01,0.011,0.014,0.024,0.027,0.031,0.036,0.022,0.024,0.019,0.015,0.012,0.012,0.013,0.016,0.022,0.03,0.034,0.032,0.021,0.021,0.018,0.014,0.011,0.008,0.009,0.013,0.021,0.026,0.036,0.035,0.031,0.024,0.02,0.016,0.011,0.011,0.01,0.016,0.02,0.025,0.031,0.037,0.027,0.025,0.022,0.015,0.012**,0.007,0.011,0.014,0.022,0.03,0.037,0.036,0.025,0.029,0.024,0.015,0.012,0.008,0.037,0.015,0.045,0.029,0.032,0.035,0.026,0.022,0.022,0.016,0.011,0.009,0.01,0.014,0.025,0.029,0.033,0.032,0.023,0.028,0.024,0.015,0.009,0.01,0.01,0.014,0.023,0.028,0.042,0.04,0.033,0.032,0.023,0.02,0.013,0.009,0.011,0.017,0.025,0.039,0.04,0.047,0.032,0.023,0.03,0.023,0.017,0.014,0.016,0.024,0.027,0.040**,0.037,0.041,0.037,0.031,0.029,0.023,0.017,0.013,0.015,0.026,0.027,0.043,0.05,0.037,0.037,0.029,0.032,0.023,0.017,0.014,0.0157,0.0201,0.0343,0.0397,0.0414,0.0474,0.0346,0.0313,0.0286,0.0241,0.0222,0.0183,0.0174,0.0238,0.034,0.0415,0.0421,0.0517
°í¾ç,¿ùÆò±Õ,,0.012,0.015,0.021,0.023,0.027,0.033,0.023,0.02,0.016,0.016,0.013,0.01,0.013,0.013,0.024,0.025,0.027,0.029,0.018,0.018,0.022,0.017,0.014,0.012,0.013,0.017,0.023,0.03,0.046,0.047,0.03,0.032,0.027,0.023,0.017,0.015,0.015,0.02,0.023,0.028*,0.037,0.039,0.027,0.029,0.023,0.019,0.014,0.012,0.012,0.021,0.027,0.03,0.036,0.035,0.036,0.028,0.024,0.019,0.016,0.015,0.015,0.02,0.023,0.029,0.038,0.042,0.037,0.035,0.028,0.024,0.016,0.012,0.017,0.021,0.026,0.03,0.04,0.038,0.027,0.031,0.031,0.021,0.017,0.012,0.026,0.022,0.028,0.035,0.039,0.04,0.031,0.028,0.03,0.023,0.016,0.013,0.016,0.021,0.026,0.03,0.035,0.037,0.023,0.031,0.028,0.02,0.014,0.014,0.015,0.022,0.032,0.035,0.048,0.044,0.037,0.034,0.027,0.025,0.016,0.015,0.019,0.023,0.031,0.04,0.04,0.047,0.034,0.029,0.031,0.027,0.018,0.016,0.016,0.024,0.031,0.042,0.041,0.045,0.04,0.033,0.029*,0.022,0.018,0.014,0.018,0.027,0.03,0.041,0.047,0.036,0.038,0.033,0.031,0.023,0.019,0.017,0.0176,0.0259,0.0375,0.0404,0.0442,0.0499,0.0411,0.0348,0.0287,0.0257,0.0235,0.0205,0.0204,0.0263,0.0358,0.0446,0.043,0.0512
±¤ÁÖ,¿ùÆò±Õ,,0.01,0.014,0.024,0.026,0.033,0.035,0.025,0.02,0.016,0.014,0.011,0.008,0.009,0.011,0.021,0.028,0.03,0.037,0.022,0.021,0.023,0.014,0.013,0.01,0.01,0.013,0.024,0.026,0.032,0.039,0.027,0.025,0.022,0.016,0.013,0.011,0.011,0.016,0.021,0.029,0.033,0.034,0.025,0.025,0.023,0.018,0.012,0.008,0.008,0.016,0.021,0.027,0.036,0.034,0.032,0.027,0.021,0.018,0.011,0.011,0.01,0.014,0.019,0.025,0.031,0.037,0.029,0.028,0.02,0.014,0.012,0.009,0.011,0.015,0.021,0.033,0.036,0.036,0.024,0.029,0.023,0.014,0.01,0.009,0.041,0.016,0.042,0.033,0.036,0.039,0.025,0.022**,0.017,0.013,0.008,0.006,0.007,0.011,0.02,0.026,0.032,0.033,0.025,0.029,0.021,0.013,0.007,0.008,0.008,0.012,0.022,0.027,0.044,0.041,0.034,0.032,0.021,0.016,0.009,0.006,0.01,0.016,0.024,0.036,0.036,0.048,0.031,0.021,0.027,0.018,0.014,0.012,0.014,0.021,0.027,0.036,0.034,0.038,0.032,0.03,0.027,0.019,0.016,0.013,0.013,0.027,0.028,0.044,0.05,0.039,0.035,0.029,0.026,0.02,0.015,0.013,0.0148,0.0197,0.0304,0.0371,0.0401,0.0471,0.0333,0.0306,0.0273,0.0192,0.0205,0.0161,0.0155,0.0228,0.0335,0.0435,0.0423,0.0533
±ºÆ÷,¿ùÆò±Õ,,0.011,0.015,0.023,0.026*,0.032,0.036,0.029,0.021,0.018,0.017,0.016,0.011,0.014,0.013,0.028,0.03,0.029,0.034,0.022,0.024,0.022,0.015,0.013,0.011,0.012,0.016,0.026,0.03,0.035,0.038,0.027,0.028,0.021,0.019,0.015,0.011,0.013,0.018,0.025,0.033,0.037,0.036,0.027,0.029,0.023,0.017,0.013,0.01,0.01,0.014,0.024,0.031,0.041,0.037,0.035,0.027,0.023,0.017,0.012,0.012,0.011,0.018,0.02,0.023,0.034,0.038,0.029,0.032,0.027,0.019,0.013,0.01,0.016,0.023,0.028,0.035,0.044,0.041,0.028,0.035,0.029,0.018,0.014,0.011,0.039,0.02,0.039,0.036,0.04,0.044,0.031,0.026,0.023,0.017,0.013,0.01,0.011,0.018,0.025,0.031,0.039,0.037,0.025,0.029,0.025,0.017,0.01,0.011,0.013,0.018,0.03,0.032,0.049,0.046,0.041,0.034*,0.024,0.022,0.014,0.012,0.015,0.021,0.03,0.043,0.041,0.051,0.036,0.023,0.03,0.023,0.018,0.016,0.016,0.023,0.027,0.04,0.036,0.041,0.038,0.033,0.029,0.022,0.017,0.013,0.017,0.026,0.027,0.039,0.044,0.035,0.038,0.031,0.029,0.021,0.017,0.015,0.0157,0.0201,0.0334,0.0389,0.0422,0.05,0.0384,0.0359,0.034,0.0271,0.0237,0.0183,0.019,0.0236,0.0333,0.0419,0.0435,0.054
½ÃÈï,¿ùÆò±Õ,,0.013,0.017,0.025,0.029,0.035,0.034,0.025,0.022,0.021,0.019,0.018,0.014,0.018,0.016,0.03,0.031,0.031,0.035,0.022,0.023,0.025,0.019,0.013,0.012,0.012,0.018,0.026,0.031,0.037,0.037,0.024,0.028,0.026,0.022,0.016,0.013,0.013,0.019,0.025,0.034,0.039,0.033,0.029,0.031,0.025,0.019,0.015,0.011,0.012,0.015,0.027,0.03,0.043,0.038,0.035,0.029,0.025,0.019,0.015,0.014,0.013,0.019,0.022,0.027,0.036,0.039,0.031,0.035,0.029,0.024,0.013,0.012,0.016,0.022,0.028,0.032,0.044,0.042,0.028,0.033,0.03,0.018,0.015,0.012,0.038,0.021,0.039,0.035,0.04,0.039,0.031,0.026,0.029,0.021,0.017,0.013,0.014,0.021,0.028,0.032,0.037,0.037,0.022,0.031,0.027,0.019,0.012,0.013,0.014,0.019,0.029,0.03,0.048,0.041,0.035,0.037,0.025,0.022,0.015,0.012,0.015,0.021,0.03,0.042,0.042,0.049,0.034,0.023,0.031,0.023,0.017,0.015,0.016*,0.025,0.029,0.039,0.041,0.044,0.04,0.034,0.03,0.022,0.018,0.015,0.017,0.026,0.025,0.039,0.048,0.038,0.034,0.029,0.029,0.02,0.016,0.013,0.0154,0.0197,0.0322,0.0364,0.0397,0.0464,0.0378,0.0331,0.0289,0.024,0.022,0.0165,0.0171,0.0227,0.0311,0.037,0.039,0.0464
ºÎÃµ,¿ùÆò±Õ,,0.011,0.015,0.022,0.025,0.03,0.031,0.022,0.018,0.015,0.014,0.012,0.01,0.014,0.013,0.024,0.026,0.026,0.029,0.018,0.02,0.022,0.016,0.012,0.011,0.013,0.017,0.026,0.029,0.037,0.037,0.021,0.025,0.022,0.019,0.012,0.011,0.012,0.017,0.024,0.03,0.033,0.032,0.025,0.027,0.021,0.015,0.012,0.01,0.01,0.013,0.022,0.023,0.035,0.034,0.034,0.025,0.024,0.018,0.014,0.013,0.013,0.018,0.024,0.029,0.036,0.04,0.031,0.029,0.026,0.021,0.012,0.01,0.015,0.019,0.025,0.03,0.039,0.036,0.025,0.03,0.03,0.018,0.015,0.011,0.034,0.019,0.036,0.031,0.034,0.034,0.027,0.023,0.027,0.02,0.014,0.011,0.013,0.017,0.022,0.024,0.034*,0.036,0.022,0.03,0.027,0.018,0.013,0.012,0.013,0.019,0.029,0.029,0.043,0.038,0.031,0.034,0.023,0.02,0.013,0.011,0.014,0.019,0.027,0.036,0.036,0.043,0.033,0.028,0.027,0.023,0.015,0.014,0.014,0.021,0.025,0.037,0.038,0.04,0.044,0.036,0.03,0.022,0.017,0.013,0.016,0.024,0.026,0.039,0.046,0.035,0.038,0.029,0.03,0.023,0.016,0.015,0.0147,0.0205,0.0325,0.0362,0.04,0.0479,0.0406,0.0325,0.0312,0.0262,0.0223,0.0161,0.0183,0.0224,0.0315,0.0371,0.0386,0.05
³²¾çÁÖ,¿ùÆò±Õ,,0.011,0.016,0.026,0.026,0.031,0.031,0.022*,0.019,0.015,0.016,0.014,0.013,0.014,0.016,0.024,0.03,0.031,0.035,0.02,0.02,0.023,0.015,0.017,0.013,0.015,0.019,0.03,0.03,0.036,0.041,0.023,0.024,0.021,0.016,0.014,0.014,0.016,0.023,0.027,0.036,0.041,0.04,0.025,0.024,0.024,0.021,0.014,0.01,0.011,0.023,0.027,0.032,0.043,0.038,0.034,0.027,0.025,0.02,0.014,0.013,0.013,0.019,0.023,0.033,0.037,0.043,0.029,0.03,0.029,0.021,0.017,0.011,0.014,0.019,0.024,0.034,0.04,0.037,0.024,0.027,0.028,0.021,0.016,0.011,0.029,0.019,0.03,0.035,0.038,0.044,0.026,0.023,0.027,0.021,0.014,0.012,0.015,0.021,0.029,0.036,0.038,0.04,0.029,0.033,0.029,0.020*,0.014,0.014,0.014,0.019,0.03,0.033,0.046,0.042,0.033,0.028,0.024,0.022,0.014,0.012,0.016,0.02,0.029,0.037,0.036,0.044,0.029,0.021,0.027,0.021,0.016,0.014,0.017,0.023,0.028,0.039,0.037,0.041,0.033,0.03,0.03,0.021,0.018,0.014,0.017,0.028,0.03,0.043,0.048,0.036,0.032,0.03,0.03,0.022,0.018,0.016,0.0168,0.0228,0.0337,0.0374,0.0418,0.0439,0.0335,0.0308,0.0286,0.0242,0.0237,0.0202,0.0193,0.0272,0.0344,0.0449,0.0415,0.052
¿ëÀÎ,¿ùÆò±Õ,,0.01,0.013,0.022,0.026,0.033,0.034,0.024,0.019,0.017,0.015,0.013,0.008,0.01,0.012,0.024,0.029,0.03,0.036,0.021,0.022,0.022,0.014,0.013,0.009,0.01,0.014,0.024,0.03,0.036,0.04,0.025,0.024,0.021,0.016,0.012,0.01,0.011,0.016,0.021,0.031,0.035,0.033,0.024,0.024,0.02,0.016,0.011,0.008,0.009,0.015,0.024,0.029,0.04,0.038,0.034,0.025,0.022,0.017,0.012,0.01,0.01,0.016,0.02,0.026,0.033,0.037,0.027,0.032,0.025,0.017,0.012,0.007,0.01,0.015,0.02,0.028,0.034,0.034,0.026,0.03,0.024,0.015,0.012,0.008,0.036,0.015,0.037,0.028,0.031,0.033,0.025,0.02,0.021,0.015,0.012,0.009,0.011,0.014,0.023,0.029,0.032,0.036,0.022,0.026,0.022,0.014,0.008,0.01,0.01,0.015,0.026,0.029,0.048,0.042,0.032,0.03,0.022,0.019,0.012,0.009,0.013,0.018,0.026,0.038,0.04,0.048,0.031,0.022,0.028,0.02,0.016,0.013,0.017,0.024,0.029,0.042,0.039,0.043,0.034,0.032,0.029,0.02,0.016,0.013,0.013,0.025,0.027,0.043,0.05,0.041,0.038,0.031,0.03,0.021,0.017,0.013,0.0164,0.0213,0.0341,0.0406,0.0443,0.0512,0.0361,0.034,0.0308,0.0224,0.0216,0.0173,0.0164,0.024,0.0347,0.0422,0.0415,0.0499
±èÆ÷,¿ùÆò±Õ,,0.014,0.02,0.028,0.031,0.036,0.039,0.025,0.02,0.019,0.021,0.016,0.015,0.018,0.018,0.031,0.033,0.034,0.036,0.022,0.023,0.027,0.021,0.017,0.016,0.018,0.024,0.034,0.038,0.045,0.044,0.025,0.028,0.026,0.023,0.016,0.017,0.017,0.024,0.031,0.038,0.042,0.041,0.03,0.033,0.027,0.023,0.016,0.014,0.014,0.024,0.033,0.04,0.049,0.044,0.04,0.033,0.029,0.022,0.018,0.013,0.014,0.019,0.025,0.032,0.04,0.043,0.033,0.033,0.031,0.025,0.016,0.013,0.018,0.021,0.028,0.034,0.044,0.044,0.031,0.037,0.032,0.021,0.016,0.014,0.027,0.024,0.024,0.041,0.047,0.047,0.04,0.036,0.033,0.026,0.017,0.013,0.019,0.024,0.029,0.037,0.039,0.038,0.022,0.033,0.029,0.023,0.017,0.017,0.017,0.025,0.035,0.038,0.051,0.046,0.037,0.039,0.027,0.028,0.018,0.016,0.022,0.025,0.035,0.042,0.044,0.049,0.035,0.023,0.032,0.028,0.02,0.019,0.019,0.028,0.032,0.043,0.043,0.044,0.041,0.035,0.033,0.026*,0.022*,0.018,0.023,0.031,0.034,0.046,0.052,0.041,0.042,0.034,0.033,0.026,0.02,0.018,0.0194,0.0282,0.0393,0.0421,0.0464,0.0522,0.0433,0.035,0.0333,0.0295,0.0267,0.0215,0.0228,0.0279,0.0373,0.0448,0.0443,0.0513
